iter	RMSE
181	0.04350792908
182	0.043476981
183	0.04344078658
184	0.04342468345
185	0.04339706951
186	0.04337264047
187	0.04333987894
188	0.04331378
189	0.04329179334
190	0.04327462879
191	0.04325466176
192	0.04322599418
193	0.04319579149
194	0.0431763176
195	0.04314904629
196	0.04313556977
197	0.04311581769
198	0.04309231662
199	0.04306631686
200	0.04305160346
201	0.04304722619
202	0.04302005867
203	0.04299526229
204	0.0429892254
205	0.04296748814
206	0.04295046367
207	0.04293491757
208	0.04291254932
209	0.04290434255
210	0.04288538986
211	0.04285836912
212	0.04284526352
213	0.042840419
214	0.04281435037
215	0.04280161265
216	0.04279655669
217	0.04279262525
218	0.0427848639
219	0.04276722267
220	0.04274013494
221	0.04272111456
222	0.04270476033
223	0.04268349757
224	0.0426658875
225	0.04263891114
226	0.04261737545
227	0.04259281346
228	0.04256184153
229	0.04253774019
230	0.04253038326
231	0.04251214474
232	0.04248918109
233	0.04246913393
234	0.04245883296
235	0.04243799776
236	0.04241504492
237	0.0423990538
238	0.04237598571
239	0.04235803742
240	0.04233742847
241	0.04231689858
242	0.04230071203
243	0.0422760805
244	0.04225390277
245	0.04224562376
246	0.04222751579
247	0.04221246015
248	0.04218909594
249	0.04217747542
250	0.04215745047
251	0.04214483271
252	0.04213965925
253	0.04212094523
254	0.04210218664
255	0.0420856002
256	0.04206915974
257	0.04206278591
258	0.04204129263
259	0.04202805779
260	0.04200357696
261	0.04199063245
262	0.04197084595
263	0.04195054489
264	0.04193571332
265	0.04192264771
266	0.04192115362
267	0.04190463181
268	0.0418928119
269	0.0418726834
270	0.04185833497
271	0.04183911567
272	0.0418260957
273	0.04180750229
274	0.04179358627
275	0.04176232867
276	0.0417461702
277	0.04172764738
278	0.04170970278
279	0.04168884503
280	0.0416693805
281	0.04165384167
282	0.0416417124
283	0.0416270339
284	0.04161126414
285	0.0415981669
286	0.0415785478
287	0.04155238556
288	0.04153882654
289	0.04152557077
290	0.04152241811
291	0.04150897177
292	0.04149782652
293	0.04148982369
294	0.04146177727
295	0.04144736386
296	0.04142379327
297	0.04141554057
298	0.04140517774
299	0.0413835289
300	0.04137164498
301	0.04135079405
302	0.04132959082
303	0.04131734581
304	0.04130485771
305	0.04128206432
306	0.04126973076
307	0.04124617118
308	0.04122593307
309	0.04121190242
310	0.04120181069
311	0.04119263129
312	0.04117181174
313	0.04116646925
314	0.04115291859
315	0.04113643251
316	0.04112332137
317	0.04111513473
318	0.04109498743
319	0.0410803817
320	0.04106568099
321	0.04105155654
322	0.04103151497
323	0.04102218837
324	0.04101240481
325	0.04099830706
326	0.04098163052
327	0.04096919459
328	0.04095663844
329	0.0409295195
330	0.04091524649
331	0.04089156099
332	0.04088156109
333	0.04087237131
334	0.04085282235
335	0.04084880512
336	0.04083595218
337	0.04082746238
338	0.04081444294
339	0.04080436353
340	0.04079687423
341	0.04077925429
342	0.04076669536
343	0.04074385231
344	0.04073043313
345	0.04071318071
346	0.04069414713
347	0.04067186111
348	0.04065232771
349	0.04064578302
350	0.04062902948
351	0.04061948708
352	0.04060135943
353	0.04058875441
354	0.04057821234
355	0.04057186321
356	0.04055719118
357	0.04054759045
358	0.04053834058
359	0.04052495711
360	0.04050896647
361	0.04050064469
362	0.04048085549
363	0.04046751458
364	0.0404642941
365	0.04045010397
366	0.04044311063
367	0.0404237042
368	0.04041209073
369	0.04039702582
370	0.04038521163
371	0.04037665947
372	0.04036657988
373	0.04034791604
374	0.0403400424
375	0.0403298673
376	0.04032156583
377	0.04030512047
378	0.04028656337
379	0.04027519573
380	0.04026642663
381	0.04025448935
382	0.0402461282
383	0.04023423341
384	0.04022642391
385	0.04021424568
386	0.04021222722
387	0.04019633228
388	0.04017503612
389	0.04016449994
390	0.04015213044
391	0.04014001484
392	0.04013302405
393	0.04010999715
394	0.04009591213
395	0.04008478485
396	0.04007260711
397	0.04006306023
398	0.04005235976
399	0.04003942203
400	0.04002858187
401	0.04002302436
402	0.04000596726
403	0.03998981048
404	0.03997240883
405	0.03996628117
406	0.0399655935
407	0.03995270791
408	0.03993932775
409	0.03992180454
410	0.03990869754
411	0.039895273
412	0.03988311812
413	0.0398752497
414	0.03986554631
415	0.03984574388
416	0.03983453238
417	0.03983147983
418	0.03981695141
419	0.0398079515
420	0.03979539762
421	0.03978277662
422	0.03976667207
423	0.03975092572
424	0.03974275827
425	0.03973514955
426	0.03972014372
427	0.03970708115
428	0.03969776475
429	0.03967744476
430	0.0396625036
431	0.03965549782
432	0.0396436798
433	0.03962929904
434	0.03961708232
435	0.03960935925
436	0.03959840122
437	0.03959081853
438	0.03957766664
439	0.03957026141
440	0.03956035703
441	0.03954598579
442	0.03953935793
443	0.0395283005
444	0.03951430627
445	0.03949807781
446	0.03949345979
447	0.03946908689
448	0.03946373863
449	0.03944676407
450	0.03943317862
451	0.03941536213
452	0.03940538367
453	0.03939648499
454	0.03938709226
455	0.03937382415
456	0.03936382338
457	0.03935777712
458	0.03934736908
459	0.03933199717
460	0.0393210316
461	0.03930997185
462	0.03930735124
463	0.03929065074
464	0.03927254055
465	0.03926083546
466	0.03925020213
467	0.03923727073
468	0.03922769875
469	0.03921800912
470	0.03920387191
471	0.03919079076
472	0.0391808321
473	0.03917386437
474	0.03916502136
475	0.03914980592
476	0.03913822368
477	0.03912274687
478	0.03911230141
479	0.03909992378
480	0.03909027558
481	0.03907980668
482	0.03907532606
483	0.03906459987
484	0.03905705248
485	0.03904183226
486	0.03902967793
487	0.0390210869
488	0.03901018839
489	0.03900150371
490	0.03899191247
491	0.03898869854
492	0.0389742071
493	0.03896017899
494	0.03894708806
495	0.03893983859
496	0.03893121296
497	0.0389170729
498	0.03890803797
499	0.03889517166
500	0.0388824884
501	0.0388742926
502	0.03885571986
503	0.03884423048
504	0.0388289647
505	0.0388191026
506	0.03881784837
507	0.03879785814
508	0.03879069824
509	0.03877964413
510	0.03876686293
511	0.03875459582
512	0.03874728798
513	0.03873882912
514	0.03873099554
515	0.03872366495
516	0.0387116976
517	0.03870244528
518	0.03868938439
519	0.03868463294
520	0.0386770093
521	0.0386647329
522	0.03865667185
523	0.03864346698
524	0.03863319659
525	0.03862652878
526	0.03861646572
527	0.03860652753
528	0.03859568808
529	0.03858182517
530	0.03856937921
531	0.03856196854
532	0.03854963606
533	0.03854165144
534	0.03853065489
535	0.03852081452
536	0.03850909284
537	0.03849686655
538	0.03849642744
539	0.03848292635
540	0.03847407117
541	0.03846803786
542	0.0384635274
543	0.0384505224
544	0.03844183773
545	0.03842726407
546	0.03841788345
547	0.03840988339
548	0.03839754387
549	0.03838492713
550	0.03837103467
551	0.03836436526
552	0.03835340964
553	0.03834572941
554	0.03833594974
555	0.03832132401
556	0.03831590069
557	0.03829488894
558	0.03827823535
559	0.03826473131
560	0.03825186937
561	0.03824088988
562	0.03823060642
563	0.03821803163
564	0.03820889869
565	0.03820020819
566	0.0381917474
567	0.03817578615
568	0.03816665581
569	0.03815478614
570	0.03814564056
571	0.03813687415
572	0.03812862345
573	0.03811995445
574	0.03811173307
575	0.03810013125
576	0.03808039047
577	0.03805955615
578	0.03805633156
579	0.03804422881
580	0.03802744516
581	0.03802067202
582	0.03801393731
583	0.03800621367
584	0.03798947563
585	0.03798148046
586	0.0379677463
587	0.03795501532
588	0.03794157951
589	0.0379267551
590	0.03791418773
591	0.0379074413
592	0.03790004315
593	0.03788483014
594	0.0378755074
595	0.03786550683
596	0.0378562457
597	0.0378505596
598	0.03784211693
599	0.03784119818
600	0.03783579011
601	0.03782529716
602	0.03781649546
603	0.03780554259
604	0.03779101662
605	0.03778332858
606	0.03777497304
607	0.03776449414
608	0.03775871235
609	0.0377468192
610	0.03773834843
611	0.03772628631
612	0.03771903744
613	0.03770439079
614	0.03769140826
615	0.03768303805
616	0.03767075473
617	0.0376627507
618	0.03765439098
619	0.03764561505
620	0.03763073659
621	0.03762344531
622	0.0376137223
623	0.03759721772
624	0.03758921434
625	0.03757912068
626	0.03756598949
627	0.03754972341
628	0.0375382682
629	0.03752516046
630	0.03751830739
631	0.03750611112
632	0.03749336552
633	0.03748266439
634	0.03747242572
635	0.03746348451
636	0.03745806316
637	0.03744894403
638	0.03743574898
639	0.0374227349
640	0.03741457758
641	0.03740386147
642	0.03739136955
643	0.03738413495
644	0.03737175864
645	0.03735878263
646	0.03734846214
647	0.03734554166
648	0.03733771048
649	0.03733097077
650	0.03732510992
651	0.0373218655
652	0.03731652137
653	0.03731116399
654	0.03730378645
655	0.03729903108
656	0.03728721392
657	0.03727962768
658	0.03726976987
659	0.03726147034
660	0.03725163402
661	0.03724061678
662	0.03723142777
663	0.03721641501
664	0.0372060764
665	0.03719873666
666	0.037184988
667	0.03717313877
668	0.03716678872
669	0.03715484905
670	0.03714280523
671	0.03713713537
672	0.03712690665
673	0.03711153285
674	0.0371031838
675	0.03709388473
676	0.03707660308
677	0.03706941358
678	0.03706123566
679	0.03704644115
680	0.03703912983
681	0.03703379773
682	0.03702418623
683	0.03701800755
684	0.0370094784
685	0.03700164575
686	0.0369943734
687	0.03699012084
688	0.03698334496
689	0.03697831567
690	0.03696745083
691	0.03695955276
692	0.03695176666
693	0.03694112335
694	0.03693631795
695	0.03693106799
696	0.03692104521
697	0.03691323593
698	0.03690599555
699	0.03690094705
700	0.03689011402
701	0.03688688813
702	0.03687553037
703	0.03686292954
704	0.03685883901
705	0.03685461293
706	0.03684632215
707	0.03683402297
708	0.03682705899
709	0.03681641277
710	0.03680729827
711	0.03679890275
712	0.03679742156
713	0.03678541382
714	0.03677342964
715	0.03676350449
716	0.03675832509
717	0.03675128211
718	0.03674764074
719	0.03673575398
720	0.03671742558
721	0.03670758988
722	0.03670029777
723	0.03670001811
724	0.03669257172
725	0.03668528579
726	0.03667531936
727	0.03667027121
728	0.03666126568
729	0.03665716466
730	0.03664880184
731	0.03663975015
732	0.03663120222
733	0.03662226852
734	0.03661318768
735	0.03660037778
736	0.03659150108
737	0.03658635629
738	0.03657755794
739	0.03656536131
740	0.03655793044
741	0.03654870857
742	0.03653885011
743	0.03653401815
744	0.03652308878
745	0.03651290926
746	0.03650303609
747	0.03649113024
748	0.03648745154
749	0.03647918971
750	0.03646965766
751	0.03646430936
752	0.03645520978
753	0.03644678207
754	0.03644092236
755	0.03643161628
756	0.0364246724
757	0.03641857278
758	0.03640833756
759	0.03640121762
760	0.03638583641
761	0.03637967443
762	0.0363708035
763	0.03636280345
764	0.03635845069
765	0.03635417473
766	0.03634538772
767	0.03633621892
768	0.03633151172
769	0.03632108809
770	0.03631353364
771	0.03630171309
772	0.03629542786
773	0.03628816712
774	0.03627588654
775	0.03626800144
776	0.03626107105
777	0.03625373127
778	0.03624654093
779	0.03623951892
780	0.03623051301
781	0.03622303922
782	0.03621679093
783	0.0362103052
784	0.03620386958
785	0.03619970891
786	0.03618979101
787	0.03618129735
788	0.0361734461
789	0.03616749682
790	0.03615986649
791	0.03615484723
792	0.03614240225
793	0.03613398834
794	0.03612876599
795	0.03611741954
796	0.03610267539
797	0.03609574226
798	0.03608449121
799	0.03607827855
800	0.03607733685
801	0.03606940376
802	0.03606595017
803	0.03606167636
804	0.03605072868
805	0.03604561406
806	0.03603686905
807	0.03603189769
808	0.03601847346
809	0.03601297703
810	0.03600856334
811	0.0359991787
812	0.03599160179
813	0.03598831879
814	0.03597424775
815	0.03596607273
816	0.03595604737
817	0.03595431892
818	0.03594770837
819	0.03594223691
820	0.03593013025
821	0.03592144101
822	0.03591041649
823	0.03591017516
824	0.03590884218
825	0.03590245731
826	0.03589823783
827	0.03588908107
828	0.0358796778
829	0.03587227735
830	0.03586155422
831	0.03585838616
832	0.03585358116
833	0.03584954703
834	0.03584229949
835	0.03582961644
836	0.0358220325
837	0.0358129176
838	0.03580504587
839	0.03579981266
840	0.03578984248
841	0.03578202342
842	0.03577673988
843	0.03576482882
844	0.03576155293
845	0.03575441553
846	0.03574655771
847	0.03574280181
848	0.03573767398
849	0.03572297434
850	0.03571733291
851	0.03570864979
852	0.03570327138
853	0.03569482091
854	0.03568810764
855	0.03567880284
856	0.03567284625
857	0.03566386157
858	0.03565719764
859	0.03565500485
860	0.03564319048
861	0.03563348615
862	0.03562611149
863	0.03561997191
864	0.0356132038
865	0.03560494681
866	0.03559932559
867	0.03559471533
868	0.03558653661
869	0.03557825369
870	0.03557600082
871	0.0355662535
872	0.03555743885
873	0.03555574375
874	0.03555550232
875	0.03555105983
876	0.03553779207
877	0.03553121109
878	0.03552128081
879	0.03551704667
880	0.03550930705
881	0.03550400806
882	0.03549695822
883	0.03548607484
884	0.03547467728
885	0.03546807046
886	0.03546158875
887	0.03545243436
888	0.03544216516
889	0.0354359632
890	0.03542764278
891	0.03542195532
892	0.03541809382
893	0.03541109616
894	0.03540139808
895	0.03540123145
896	0.03539371794
897	0.03538313673
898	0.03537605528
899	0.03536450916
900	0.03535930953
901	0.03534889542
902	0.03534779923
903	0.03534099841
904	0.03533221123
905	0.03532824174
906	0.03531894053
907	0.03531055409
908	0.03530130005
909	0.03529694519
910	0.03528812713
911	0.03528450708
912	0.03527940978
913	0.03526648211
914	0.03526276945
915	0.03525284429
916	0.03524557855
917	0.03523758319
918	0.03523284053
919	0.03522243392
920	0.03521952212
921	0.03521050231
922	0.03519989077
923	0.03519391089
924	0.0351883608
925	0.0351803467
926	0.03517251704
927	0.03516152293
928	0.03515242404
929	0.03514589061
930	0.03514034795
931	0.03513016386
932	0.03512602315
933	0.03512056402
934	0.03511731702
935	0.03510865394
936	0.03510238079
937	0.03509621732
938	0.03509076076
939	0.03508503197
940	0.03507459219
941	0.03506663429
942	0.03505837874
943	0.03504995628
944	0.03503496332
945	0.03502842765
946	0.03501831001
947	0.03501050917
948	0.0350093674
949	0.03500496287
950	0.03499775912
951	0.03499122351
952	0.03498314242
953	0.03497437969
954	0.03496668478
955	0.034957439
956	0.03494707169
957	0.03494144767
958	0.03493295281
959	0.03492942997
960	0.03492143998
961	0.03491215918
962	0.03490530445
963	0.03489912746
964	0.03488984793
965	0.03488463378
966	0.03487540466
967	0.0348732252
968	0.0348625256
969	0.03485072321
970	0.03484189915
971	0.03483715719
972	0.03482810098
973	0.03482112258
974	0.03481738765
975	0.03481326262
976	0.03480154153
977	0.03479098366
978	0.03478407977
979	0.03477790393
980	0.03477190856
981	0.03476186927
982	0.03475767754
983	0.0347504957
984	0.03474584199
985	0.03473633943
986	0.03472711061
987	0.03472187793
988	0.03471166913
989	0.03470571145
990	0.03470186965
991	0.03469246518
992	0.03469232508
993	0.03468276227
994	0.03467759837
995	0.03467118597
996	0.03466737916
997	0.03466120187
998	0.03465487099
999	0.03464968105
